Agency,Year,Region,Current Year Jurisdiction total operating budget,Population,Total number of parks,Total number of non-park sites,Total number of FTEs
"Norfolk Department of Recreation, Parks and Open Space ",2011,CO,,,71,0,
"Norfolk Department of Recreation, Parks and Open Space ",2012,CO,,,,,
"Norfolk Department of Recreation, Parks and Open Space ",2015,VA,1108082603.0,246392.0,149,13,278
"Norfolk Department of Recreation, Parks and Open Space ",2014,,,,,,
"Norfolk Department of Recreation, Parks and Open Space ",2019,VA,1190703193.0,246256.0,153,9,356
"Norfolk Department of Recreation, Parks and Open Space ",2018,VA,1169394444.0,247087.0,142,9,325
"Norfolk Department of Recreation, Parks and Open Space ",2017,VA,1137675449.0,247189.0,177,"1,802",288
"Norfolk Department of Recreation, Parks and Open Space ",2023,VA,1274378785.0,247087.0,166,9,276
"Norfolk Department of Recreation, Parks and Open Space ",2022,VA,1274378785.0,247087.0,166,9,276
"Norfolk Department of Recreation, Parks and Open Space ",2021,VA,1219426567.0,247087.0,166,9,212
"Norfolk Department of Recreation, Parks and Open Space ",2020,VA,1230417568.0,247087.0,164,9,251
Monterey Park Division,2011,CA,,,,,35
Glencoe Park District Recreation Department,2010,IL,,,,,
Glencoe Park District Recreation Department,2012,IL,,,,,
Glencoe Park District Recreation Department,2015,IL,,,,,
Glencoe Park District Recreation Department,2017,,,,,,
Glencoe Park District Recreation Department,2016,IL,8792280.0,8945.0,37,10,67
SeaTac Parks and Recreation Department,2017,WA,4985956.0,28850.0,,,
SeaTac Parks and Recreation Department,2012,WA,3949818.0,26909.0,11,0,21
SeaTac Parks and Recreation Department,2010,UT,,,11,0,
SeaTac Parks and Recreation Department,2009,UT,,,11,0,
SeaTac Parks and Recreation Department,2011,WA,3652900.0,26909.0,11,0,21
Chester County Facilities and Parks,2013,PA,424086751.0,506575.0,9,15,
Harrisonburg (VA) Parks and Recreation Department,2013,CO,,,,,
Harrisonburg (VA) Parks and Recreation Department,2015,LA,,,,,0
Harrisonburg (VA) Parks and Recreation Department,2011,VA,223406612.0,48914.0,27,0,73
Harrisonburg (VA) Parks and Recreation Department,2010,CO,,,27,0,
Yadkin County Parks and Recreation,2012,NC,35074284.0,38406.0,1,5,4
"Aiken Parks, Recreation and Tourism",2010,SC,,,,,
"Aiken Parks, Recreation and Tourism",2011,SC,,,,,
"Aiken Parks, Recreation and Tourism",2013,SC,,,,,
Kent County Parks and Recreation,2013,DE,23708500.0,169416.0,7,4,12
Kent County Parks and Recreation,2011,DE,35559900.0,16310.0,6,3,14
Upper Providence Township,2011,PA,,20000.0,,,
Hilton-Parma Recreation Department,2011,NY,5000000.0,15633.0,2,0,13
West Sacramento Parks and Recreation,2011,CA,111106213.0,,,,
West Sacramento Parks and Recreation,2010,CA,81610095.0,,,,
West Sacramento Parks and Recreation,2009,CA,81610095.0,,,,
West Sacramento Parks and Recreation,2012,CA,,,,,
West Sacramento Parks and Recreation,2014,CA,,49891.0,35,10,116
West Sacramento Parks and Recreation,2018,CA,25000000.0,52000.0,38,15,52
West Sacramento Parks and Recreation,2020,CA,25000000.0,52000.0,38,15,52
West Sacramento Parks and Recreation,2022,CA,25000000.0,52000.0,38,15,52
West Sacramento Parks and Recreation,2021,CA,164300000.0,53000.0,38,15,52
West Sacramento Parks and Recreation,2023,CA,164300000.0,53637.0,39,15,136
San Mateo Parks and Recreation,2015,,,,,,0
San Mateo Parks and Recreation,2009,CA,,,,,
San Mateo Parks and Recreation,2010,CA,,,,,
San Mateo Parks and Recreation,2011,CA,,,,,
La Vergne Parks and Recreation,2011,TN,960000.0,34000.0,6,0,10
Villa Rica (City of) Parks and Recreation Department,2012,GA,16000000.0,13956.0,,,20
Goshen Parks and Recreation ,2012,IN,25000000.0,32060.0,26,1,7
Goshen Parks and Recreation ,2011,HI,,,,,
Goshen Parks and Recreation ,2015,IN,27419550.0,32267.0,26,1,12
Goshen Parks and Recreation ,2013,IN,34000000.0,32060.0,26,1,7
Goshen Parks and Recreation ,2017,IN,231000.0,33034.0,19,2,
Goshen Parks and Recreation ,2016,IN,27419550.0,32267.0,26,1,12
Goshen Parks and Recreation ,2021,IN,2219875.0,1955.0,,,
Vacaville (City of),2017,CA,,88730.0,34,26,
Vacaville (City of),2019,CA,,92000.0,36,,
Vacaville (City of),2013,CA,,,33,0,
Vacaville (City of),2015,CA,,,34,0,
Vacaville (City of),2011,CA,,,,,
City of Chelan Parks Department,2012,WA,,3940.0,,,
City of Chelan Parks Department,2023,WA,17716691.0,4322.0,12,1,33
City of Chelan Parks Department,2022,WA,17716691.0,4322.0,12,1,33
Tony Hawk Foundation,2016,CA,2200000.0,,,,
Cape Coral Parks and Recreation,2016,FL,693074187.0,169854.0,37,1,304
Cape Coral Parks and Recreation,2017,FL,698974062.0,179804.0,37,1,202
Cape Coral Parks and Recreation,2019,FL,739405241.0,185837.0,37,1,307
Cape Coral Parks and Recreation,2018,FL,13010886.0,183365.0,,,
Cape Coral Parks and Recreation,2012,FL,444962310.0,154305.0,37,1,274
Cape Coral Parks and Recreation,2011,FL,444375491.0,163095.0,37,1,181
Cape Coral Parks and Recreation,2010,FL,404232224.0,167919.0,,,
Cape Coral Parks and Recreation,2015,FL,693074187.0,169854.0,37,1,304
Cape Coral Parks and Recreation,2013,FL,459893934.0,154305.0,37,1,264
Cape Coral Parks and Recreation,2014,FL,516598931.0,154305.0,37,1,169
Cape Coral Parks and Recreation,2022,FL,846939249.0,208053.0,37,1,194
Cape Coral Parks and Recreation,2020,FL,838898530.0,194495.0,37,1,217
Cape Coral Parks and Recreation,2021,FL,978433885.0,198754.0,37,1,202
Bakersfield Recreation and parks Department,2020,CA,520412666.0,389211.0,61,4,213
Bakersfield Recreation and parks Department,2021,CA,520412666.0,389211.0,61,4,213
Bakersfield Recreation and parks Department,2022,CA,683231233.0,403455.0,62,4,250
Bakersfield Recreation and parks Department,2014,CA,411022126.0,368759.0,59,0,201
Bakersfield Recreation and parks Department,2013,CA,183444000.0,354480.0,59,0,201
Bakersfield Recreation and parks Department,2015,CA,411022126.0,368759.0,59,0,201
Bakersfield Recreation and parks Department,2010,CA,165296100.0,347483.0,53,0,187
Bakersfield Recreation and parks Department,2009,CA,181174655.0,347483.0,53,0,187
Bakersfield Recreation and parks Department,2011,CA,15672953.0,347483.0,53,0,187
Bakersfield Recreation and parks Department,2012,CA,71426337.0,352428.0,,,198
Bakersfield Recreation and parks Department,2018,CA,419817854.0,386839.0,59,4,198
Bakersfield Recreation and parks Department,2017,CA,407419200.0,383512.0,59,0,198
Bakersfield Recreation and parks Department,2016,CA,418169369.0,379110.0,59,0,202
Stockton (City of) Department of Community Services,2012,CA,,293000.0,56,12,24
Groton Parks and Recreation,2012,CT,118485063.0,39981.0,101,0,53
Groton Parks and Recreation,2011,CT,117868148.0,39981.0,101,0,53
Groton Parks and Recreation,2015,CT,122782341.0,40079.0,38,34,58
Groton Parks and Recreation,2013,CT,120896368.0,40593.0,101,0,53
Groton Parks and Recreation,2014,CT,119953958.0,40079.0,38,34,58
Groton Parks and Recreation,2016,CT,125738680.0,40079.0,38,34,58
Groton Parks and Recreation,2017,CT,121588250.0,39986.0,65,34,45
Groton Parks and Recreation,2018,CT,118897132.0,39986.0,65,34,55
Groton Parks and Recreation,2019,CT,125856730.0,39075.0,65,34,55
Groton Parks and Recreation,2022,CT,137644367.0,38172.0,32,35,50
Groton Parks and Recreation,2020,CT,129052746.0,39075.0,65,34,49
Groton Parks and Recreation,2021,CT,130453984.0,38172.0,65,34,50
Idaho Department of Parks and REcreation,2011,ID,,,,,138
Idaho Department of Parks and REcreation,2012,ID,2528960600.0,1584985.0,30,0,
Shawnee (City of) Parks and Recreation,2011,KS,38103000.0,63000.0,30,0,19
Shawnee (City of) Parks and Recreation,2014,KS,64012730.0,64170.0,35,9,44
Shawnee (City of) Parks and Recreation,2019,KS,56837930.0,67197.0,32,36,53
Shawnee (City of) Parks and Recreation,2017,KS,64012730.0,64170.0,35,9,44
Shawnee (City of) Parks and Recreation,2021,KS,86582727.0,68292.0,28,35,27
Shawnee (City of) Parks and Recreation,2020,KS,48311121.0,67197.0,32,35,27
Shawnee (City of) Parks and Recreation,2022,KS,60227527.0,68958.0,32,35,46
Southgate Recreation and Park District,2022,CA,12145279.0,133175.0,47,49,85
Southgate Recreation and Park District,2020,,,,,,
Southgate Recreation and Park District,2021,CA,11545842.0,133411.0,47,50,81
Southgate Recreation and Park District,2017,CA,,123000.0,,,
Southgate Recreation and Park District,2016,CA,,123000.0,45,16,
Southgate Recreation and Park District,2019,CA,11502627.0,126000.0,43,3,58
Southgate Recreation and Park District,2014,CA,27227947.0,121167.0,43,16,74
Southgate Recreation and Park District,2013,CA,24538587.0,175000.0,43,16,51
Lauderhill Parks and Leisure Services,2010,FL,117674337.0,64577.0,20,0,64
East Baton Rouge Parish (BREC) Recreation and Park Commission,2010,LA,41889533.0,440171.0,187,0,476
East Baton Rouge Parish (BREC) Recreation and Park Commission,2011,LA,41889533.0,440171.0,187,0,476
East Baton Rouge Parish (BREC) Recreation and Park Commission,2012,LA,52960325.0,444526.0,187,0,
East Baton Rouge Parish (BREC) Recreation and Park Commission,2013,LA,52800952.0,445227.0,182,0,476
East Baton Rouge Parish (BREC) Recreation and Park Commission,2014,LA,52800952.0,445227.0,182,0,476
East Baton Rouge Parish (BREC) Recreation and Park Commission,2015,LA,138467026.0,446753.0,181,0,639
East Baton Rouge Parish (BREC) Recreation and Park Commission,2019,LA,59102484.0,441471.0,181,0,613
East Baton Rouge Parish (BREC) Recreation and Park Commission,2018,LA,63770731.0,447037.0,181,0,613
East Baton Rouge Parish (BREC) Recreation and Park Commission,2016,LA,138467026.0,447037.0,181,0,637
East Baton Rouge Parish (BREC) Recreation and Park Commission,2017,LA,138467026.0,447037.0,181,0,637
East Baton Rouge Parish (BREC) Recreation and Park Commission,2020,LA,65660985.0,439729.0,181,0,0
East Baton Rouge Parish (BREC) Recreation and Park Commission,2022,LA,75524762.0,453301.0,175,1,676
East Baton Rouge Parish (BREC) Recreation and Park Commission,2021,LA,76275649.0,453301.0,181,0,0
Mesquite (City of) Athletics and Leisure Services Department,2012,NV,,,,,
Mesquite (City of) Athletics and Leisure Services Department,2010,NV,1500000.0,21253.0,,,20
Littleton (Town of) Parks and Recreation dep,2010,NH,,,,,
Littleton (Town of) Parks and Recreation dep,2014,NH,7833566.0,5928.0,5,4,2
Littleton (Town of) Parks and Recreation dep,2013,NH,7833566.0,5928.0,5,4,2
Parish of Caddo Parks and Recreation Department,2010,LA,,,,,
Parish of Caddo Parks and Recreation Department,2011,LA,1305719.0,270971.0,15,5,14
Parish of Caddo Parks and Recreation Department,2012,LA,70327304.0,255000.0,14,6,16
Parish of Caddo Parks and Recreation Department,2021,,,,,,
Cedar Park (City of) PARD,2012,TX,104000000.0,54000.0,46,35,46
Cedar Park (City of) PARD,2011,TX,94000000.0,55095.0,46,0,
Cedar Park (City of) PARD,2010,TX,,,,,
Surry County Parks and Recreation,2010,NC,509564.0,73673.0,1,0,5
Surry County Parks and Recreation,2011,,,,1,0,
Surry County Parks and Recreation,2013,NC,505000.0,73714.0,6,0,2
Surry County Parks and Recreation,2014,NC,73969812.0,72968.0,2,3,10
Surry County Parks and Recreation,2015,NC,73969812.0,72968.0,2,3,10
Surry County Parks and Recreation,2016,NC,73969812.0,72968.0,2,3,10
Surry County Parks and Recreation,2021,NC,,71359.0,,,
Mohave County Parks,2016,AZ,78552000.0,203000.0,6,1,14
Mohave County Parks,2013,AZ,1200000.0,203334.0,6,2,12
Kalispell City Parks and Recreation,2011,MT,,,,,
Kalispell City Parks and Recreation,2012,MT,44980493.0,20487.0,25,1,
Kalispell City Parks and Recreation,2018,MT,2101721.0,23212.0,,,
Kalispell City Parks and Recreation,2019,MT,12110000.0,19927.0,26,6,13
Virginia Beach Department of Parks and Recreation,2019,VA,1969677901.0,450135.0,296,0,824
Virginia Beach Department of Parks and Recreation,2018,VA,1969677901.0,450435.0,296,0,824
Virginia Beach Department of Parks and Recreation,2016,VA,1872230052.0,452745.0,293,0,752
Virginia Beach Department of Parks and Recreation,2017,VA,1914914786.0,452602.0,225,51,752
Virginia Beach Department of Parks and Recreation,2012,VA,53127829.0,447021.0,272,0,491
Virginia Beach Department of Parks and Recreation,2011,CO,,,267,0,
Virginia Beach Department of Parks and Recreation,2010,VA,885431806.0,437994.0,267,0,468
Virginia Beach Department of Parks and Recreation,2009,CO,,,267,0,
Virginia Beach Department of Parks and Recreation,2013,VA,,,,,
Virginia Beach Department of Parks and Recreation,2014,VA,53127829.0,447021.0,272,0,491
Virginia Beach Department of Parks and Recreation,2015,VA,1830467105.0,450980.0,292,0,628
Virginia Beach Department of Parks and Recreation,2021,VA,2086059932.0,459470.0,300,0,869
Virginia Beach Department of Parks and Recreation,2020,VA,2007950313.0,449974.0,296,0,610
Virginia Beach Department of Parks and Recreation,2022,VA,2296760413.0,457672.0,300,0,522
Brookline Recreation Dept,2015,MA,5000000.0,59000.0,,,
Brookline Recreation Dept,2012,MA,,,,,
Coralville Parks and Recreation Department,2012,IA,16795843.0,18907.0,11,2,133
Coralville Parks and Recreation Department,2011,IA,,,,,
Coralville Parks and Recreation Department,2015,IA,,20349.0,,,0
Coralville Parks and Recreation Department,2013,IA,16795843.0,18907.0,11,2,28
Santaquin City Recreation,2013,UT,4332344.0,9381.0,11,0,4
Santaquin City Recreation,2012,UT,,,,,
Kaysville Parks and Recreation,2012,UT,,27000.0,13,2,7
Kaysville Parks and Recreation,2013,UT,,,,,
Kaysville Parks and Recreation,2022,UT,20563489.0,33000.0,12,3,31
Kaysville Parks and Recreation,2020,UT,,,,,
Clarkstown Parks Board and Recreation Commission,2012,NY,,85000.0,10,2,49
AMPW- Parks,2012,AB,,,,,
AMPW- Parks,2011,AB,,,,,
AMPW- Parks,2010,AB,2300000000.0,782439.0,,,
"Bend Park and Recreation District, PandD",2011,OR,,,,,
"Bend Park and Recreation District, PandD",2012,OR,,78109.0,86,4,170
"Bend Park and Recreation District, PandD",2013,OR,,78485.0,86,4,170
"Bend Park and Recreation District, PandD",2014,OR,21081346.0,79109.0,86,4,169
"Bend Park and Recreation District, PandD",2019,OR,27045975.0,93066.0,90,5,243
"Bend Park and Recreation District, PandD",2020,OR,27045975.0,94633.0,90,3,233
"Bend Park and Recreation District, PandD",2021,OR,27045975.0,93066.0,90,5,243
"Bend Park and Recreation District, PandD",2022,OR,43759813.0,100922.0,89,3,234
Champaign County Forest Preserve District,2021,IL,5149457.0,209689.0,7,0,65
Champaign County Forest Preserve District,2020,IL,5079992.0,210000.0,,,
Champaign County Forest Preserve District,2019,IL,4804682.0,209983.0,,,
Champaign County Forest Preserve District,2018,IL,4258626.0,209399.0,6,1,56
Champaign County Forest Preserve District,2013,IL,,,,,
NTRCA,2012,TX,6300000.0,19000.0,,,
Carbondale recreation and Community Center,2010,CO,,,,,
Carbondale recreation and Community Center,2018,CO,6975970.0,6900.0,20,7,14
Carbondale recreation and Community Center,2016,CO,1500000.0,6500.0,,,
Carbondale recreation and Community Center,2020,CO,6975970.0,7000.0,20,8,13
Carbondale recreation and Community Center,2021,CO,6975970.0,7000.0,22,8,13
Camillus,2016,NY,1300000.0,24167.0,14,4,10
Camillus,2011,NY,,,,,9
Dundee Township Park District,2011,IL,15500000.0,60000.0,45,0,65
Dundee Township Park District,2014,IL,18100000.0,,40,0,65
Dundee Township Park District,2015,IL,19000000.0,60000.0,41,0,60
Dundee Township Park District,2016,IL,23046815.0,60000.0,43,0,60
Dundee Township Park District,2019,IL,23046815.0,64000.0,43,0,58
Dundee Township Park District,2021,IL,18500000.0,64000.0,42,10,62
Dundee Township Park District,2022,IL,21450000.0,64000.0,42,12,57
Conejo Recreation and Park District,2010,CA,17889928.0,130209.0,94,0,
DeSoto (City of) Parks and Recreation,2014,TX,4038154.0,49500.0,21,150,33
DeSoto (City of) Parks and Recreation,2013,TX,,49500.0,,,41
DeSoto (City of) Parks and Recreation,2019,TX,97137685.0,52988.0,10,8,42
DeSoto (City of) Parks and Recreation,2018,TX,73923904.0,49047.0,10,8,42
DeSoto (City of) Parks and Recreation,2020,TX,111526297.0,52988.0,10,8,42
DeSoto (City of) Parks and Recreation,2021,TX,190755522.0,56145.0,10,8,36
Brunswick County Parks and Recreation,2013,NC,196000000.0,110097.0,,,
Brunswick County Parks and Recreation,2014,NC,,,,,
Rutland Recreation and Parks Department,2015,VT,1852561.0,16495.0,,,11
Rutland Recreation and Parks Department,2011,VT,,,,,
Rutland Recreation and Parks Department,2012,VT,1852561.0,16495.0,,,
Greenburgh (Town of) Department of Parks and Recreation,2011,ND,67990501.0,42863.0,,,
Green (City of) Division of Parks and Recreation,2011,OH,,,8,0,
Green (City of) Division of Parks and Recreation,2010,OH,1635000.0,26000.0,8,0,23
Green (City of) Division of Parks and Recreation,2015,OH,,,,,
Green (City of) Division of Parks and Recreation,2018,OH,31721628.0,26000.0,14,7,23
Green (City of) Division of Parks and Recreation,2019,OH,2318403.0,26000.0,13,1,23
Green (City of) Division of Parks and Recreation,2016,OH,2009388.0,25699.0,11,5,21
Green (City of) Division of Parks and Recreation,2017,OH,1771487.0,,,,
Green (City of) Division of Parks and Recreation,2022,OH,39215289.0,26000.0,12,18,6
TCPARA,2012,AL,,180000.0,43,0,68
South Jordan Community Services,2012,UT,,56132.0,,,
South Jordan Community Services,2013,UT,,,,,
Greenwood Parks and Recreation Department,2012,IN,1365504.0,,,,
"Roanoke County Parks, Recreation and Tourism",2012,VA,192720943.0,92376.0,65,12,180
"Roanoke County Parks, Recreation and Tourism",2013,CO,,,,,
Chapel Hill Parks and Recreation Department,2012,NC,,58000.0,15,20,63
Worth Park District,2012,IL,,,,,
Worth Park District,2011,IL,,11000.0,8,2,
Worth Park District,2015,IL,1236685.0,10789.0,10,0,6
Worth Park District,2017,,,,,,
Worth Park District,2016,,,,,,
Worth Park District,2018,IL,1133876.0,10789.0,10,0,7
Worth Park District,2022,IL,1373770.0,10400.0,10,0,7
Hutto (City of) Parks and Recreation Department,2011,TX,1100000.0,17900.0,6,0,
Pemberton Township,2011,NJ,,,,,
Pemberton Township,2009,NJ,,,,,
Pemberton Township,2017,NJ,,28000.0,,,
Pemberton Township,2020,NJ,26000000.0,28500.0,19,,150
Brewer Parks and Recreation department,2010,ME,823000.0,10000.0,19,0,20
Brewer Parks and Recreation department,2015,ME,964900.0,9400.0,23,0,8
"Burlington Parks, Recreation and Waterfront Department",2013,VT,,42000.0,37,0,
"Burlington Parks, Recreation and Waterfront Department",2011,VT,,,,,
"Burlington Parks, Recreation and Waterfront Department",2018,VT,190000000.0,42239.0,,,58
"Burlington Parks, Recreation and Waterfront Department",2019,VT,190000000.0,42239.0,41,26,77
"Burlington Parks, Recreation and Waterfront Department",2020,VT,190000000.0,42239.0,,,58
"Burlington Parks, Recreation and Waterfront Department",2021,VT,78000000.0,43063.0,35,3,
"Burlington Parks, Recreation and Waterfront Department",2022,VT,87533144.0,44781.0,35,3,
Sylvania Recreation Corporation,2018,OH,3795250.0,50000.0,16,,43
Sylvania Recreation Corporation,2017,OH,3779070.0,49000.0,9,3,42
Sylvania Recreation Corporation,2012,OH,,63000.0,12,0,38
Sylvania Recreation Corporation,2014,OH,3320300.0,51000.0,,,33
Sylvania Recreation Corporation,2015,OH,3320300.0,51000.0,,,33
